,messid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
86,573c939cf0fe6e735ac36de1,4058,476286.0,1.0,-113.0,1463587740000.0,39.7832105294,-105.088746775
87,573c939cf0fe6e735ac36de1,4059,476286.0,0.5,-123.0,1463587740000.0,39.7567635889,-105.02487017899999
88,573c939cf0fe6e735ac36de1,4078,476286.0,1.0,-130.33333333299998,1463587740000.0,39.7163169164,-105.13254993299999
89,573c939cf0fe6e735ac36de1,4147,476286.0,1.0,-124.666666667,1463587740000.0,39.665430287,-105.111884525
90,573c939cf0fe6e735ac36de1,4244,476286.0,1.0,-123.5,1463587740000.0,39.7708525833,-105.07149416799999
91,573c939cf0fe6e735ac36de1,7456,476286.0,1.0,-128.0,1463587740000.0,39.7821125865,-105.072700822
92,573c939cf0fe6e735ac36de1,8245,476286.0,0.0,-122.0,1463587740000.0,39.7594613083,-105.074287246
93,573c939cf0fe6e735ac36de1,8356,476286.0,1.0,-125.0,1463587740000.0,39.757033524499995,-104.976126764
94,573c939cf0fe6e735ac36de1,8370,476286.0,0.0,-134.0,1463587740000.0,39.706435544899996,-105.09932301
95,573c939cf0fe6e735ac36de1,8397,476286.0,1.0,-131.0,1463587740000.0,39.759395513200005,-105.00141507
96,573c939cf0fe6e735ac36de1,8437,476286.0,1.0,-117.666666667,1463587740000.0,39.7594613083,-105.074287246
97,573c939cf0fe6e735ac36de1,8452,476286.0,0.5,-129.5,1463587740000.0,39.748725342,-105.21104149
98,573c939cf0fe6e735ac36de1,8472,476286.0,1.0,-133.0,1463587740000.0,39.7343296311,-105.16535491100001
99,573c9667f0fe6e735ac51891,2605,476512.0,1.0,-136.0,1463588455000.0,39.6127445823,-105.008826579
100,573c9892f0fe6e735ac6603f,1264,476286.0,0.5,-95.5,1463589010000.0,39.7471392104,-105.085312503
101,573c9892f0fe6e735ac6603f,1476,476286.0,1.5,-131.0,1463589010000.0,39.7050706005,-105.14558114200001
102,573c9892f0fe6e735ac6603f,1878,476286.0,1.0,-124.5,1463589010000.0,39.803794978,-105.07208998899999
103,573c9892f0fe6e735ac6603f,2189,476286.0,1.0,-135.0,1463589010000.0,39.8176539435,-105.050983775
104,573c9892f0fe6e735ac6603f,2610,476286.0,1.0,-113.666666667,1463589010000.0,39.7979686649,-105.073460438
105,573c9892f0fe6e735ac6603f,2617,476286.0,1.0,-137.0,1463589010000.0,39.7799081609,-105.06247933799999
106,573c9892f0fe6e735ac6603f,2799,476286.0,1.0,-129.0,1463589010000.0,39.7530526327,-104.94102169899999
107,573c9892f0fe6e735ac6603f,2846,476286.0,1.0,-120.0,1463589010000.0,39.666187571,-105.077529959
108,573c9892f0fe6e735ac6603f,3025,476286.0,1.0,-119.0,1463589010000.0,39.654681879099996,-105.04368528299999
109,573c9892f0fe6e735ac6603f,3386,476286.0,2.0,-132.0,1463589010000.0,39.8105085102,-105.151310853
110,573c9892f0fe6e735ac6603f,3412,476286.0,1.5,-134.0,1463589010000.0,39.8241946127,-104.998428692
111,573c9892f0fe6e735ac6603f,3500,476286.0,0.5,-124.5,1463589010000.0,39.7764668653,-105.099747171
112,573c9892f0fe6e735ac6603f,3547,476286.0,1.0,-124.0,1463589010000.0,39.692975919,-105.044371274
113,573c9892f0fe6e735ac6603f,3563,476286.0,2.0,-131.0,1463589010000.0,39.8167547068,-105.17152169
114,573c9892f0fe6e735ac6603f,3570,476286.0,1.0,-109.333333333,1463589010000.0,39.7578896588,-105.119324332
115,573c9892f0fe6e735ac6603f,3578,476286.0,1.0,-123.0,1463589010000.0,39.7286509462,-105.163031574
116,573c9892f0fe6e735ac6603f,3581,476286.0,1.0,-115.0,1463589010000.0,39.7181196801,-105.066747888
117,573c9892f0fe6e735ac6603f,4058,476286.0,2.0,-102.0,1463589010000.0,39.7832105294,-105.088746775
118,573c9892f0fe6e735ac6603f,4078,476286.0,2.0,-133.0,1463589010000.0,39.7163169164,-105.13254993299999
119,573c9892f0fe6e735ac6603f,4157,476286.0,0.0,-133.0,1463589010000.0,39.8054198019,-105.040942297
120,573c9892f0fe6e735ac6603f,4244,476286.0,1.0,-112.0,1463589010000.0,39.7708525833,-105.07149416799999
121,573c9892f0fe6e735ac6603f,7456,476286.0,2.0,-121.0,1463589010000.0,39.7821125865,-105.072700822
122,573c9892f0fe6e735ac6603f,8245,476286.0,2.0,-107.0,1463589010000.0,39.7594613083,-105.074287246
123,573c9892f0fe6e735ac6603f,8356,476286.0,1.0,-133.0,1463589010000.0,39.757033524499995,-104.976126764
124,573c9892f0fe6e735ac6603f,8437,476286.0,1.0,-105.0,1463589010000.0,39.7594613083,-105.074287246
125,573c9d7b3e952e1912d9f567,8245,476286.0,2.0,-124.0,1463590267000.0,39.7594613083,-105.074287246
126,573c9d7b3e952e1912d9f567,8437,476286.0,1.5,-129.5,1463590267000.0,39.7594613083,-105.074287246
127,573cbc43f0fe6e735adabf38,3558,473335.0,1.0,-122.0,1463598147000.0,39.8100546588,-105.010413445
128,573cbc43f0fe6e735adabf38,3559,473335.0,1.0,-124.0,1463598147000.0,39.800078838699996,-104.999947283
129,573cbc7ff0fe6e735adadeab,8397,473953.0,0.5,-132.5,1463598207000.0,39.759395513200005,-105.00141507
130,573cbc7ff0fe6e735adadeab,8474,473953.0,1.0,-129.5,1463598207000.0,39.7320448643,-104.973650831
131,573cc276864fce1a9a7dd272,2846,473335.0,0.0,-127.0,1463599734000.0,39.666187571,-105.077529959
132,573cc3e1864fce1a9a7e8cac,2841,473335.0,1.0,-108.0,1463600097000.0,39.6177937615,-104.954917061
133,573cc3e1864fce1a9a7e8cac,3526,473335.0,2.0,-137.0,1463600097000.0,39.6772510308,-104.952720509
134,573cc5753e952e1912f0d833,2841,473335.0,1.0,-131.33333333299998,1463600501000.0,39.6177937615,-104.954917061
135,573ce369f0fe6e735aeeebd8,1872,473438.0,0.0,-121.0,1463608169000.0,39.823856259,-105.239120142
136,573ce5ca3e952e191201235f,1476,473438.0,1.0,-136.0,1463608778000.0,39.7050706005,-105.14558114200001
137,573ce5ca3e952e191201235f,1872,473438.0,1.0,-108.0,1463608778000.0,39.823856259,-105.239120142
138,573ce5ca3e952e191201235f,3563,473438.0,2.0,-128.0,1463608778000.0,39.8167547068,-105.17152169
139,573ce5ca3e952e191201235f,3578,473438.0,1.0,-135.0,1463608778000.0,39.7286509462,-105.163031574
140,573ce5ca3e952e191201235f,8472,473438.0,1.0,-136.0,1463608778000.0,39.7343296311,-105.16535491100001
141,573ce5ca3e952e191201235f,8473,473438.0,2.0,-133.0,1463608778000.0,39.8457458983,-105.195932521
142,573ce5ca3e952e191201235f,8746,473438.0,1.5,-130.0,1463608778000.0,39.838803489499995,-105.11223210899999
143,573d44aa3e952e19123052b2,2841,473335.0,0.5,-95.0,1463633066000.0,39.6177937615,-104.954917061
144,573d45c5f0fe6e735a1f0ae6,2610,473438.0,0.0,-130.0,1463633349000.0,39.7979686649,-105.073460438
145,573d45c5f0fe6e735a1f0ae6,3386,473438.0,0.0,-128.0,1463633349000.0,39.8105085102,-105.151310853
146,573d45c5f0fe6e735a1f0ae6,4058,473438.0,1.0,-121.0,1463633349000.0,39.7832105294,-105.088746775
147,573d5b6f864fce1a9acb9d38,1741,476185.0,1.0,-132.0,1463638895000.0,39.8078782841,-105.04775652299999
148,573d5b6f864fce1a9acb9d38,1878,476185.0,1.0,-124.0,1463638895000.0,39.803794978,-105.07208998899999
149,573d5b6f864fce1a9acb9d38,1987,476185.0,1.0,-134.33333333299998,1463638895000.0,39.807840941900004,-105.043755461
150,573d5b6f864fce1a9acb9d38,1988,476185.0,1.0,-137.0,1463638895000.0,39.926397002600005,-105.084103021
151,573d5b6f864fce1a9acb9d38,1994,476185.0,1.5,-138.0,1463638895000.0,39.8181435025,-105.047564818
152,573d5b6f864fce1a9acb9d38,1996,476185.0,1.0,-131.0,1463638895000.0,39.8162240841,-105.045346792
153,573d5b6f864fce1a9acb9d38,2189,476185.0,1.0,-111.666666667,1463638895000.0,39.8176539435,-105.050983775
154,573d5b6f864fce1a9acb9d38,2790,476185.0,2.0,-121.0,1463638895000.0,39.8426017467,-105.090761589
155,573d5b6f864fce1a9acb9d38,3357,476185.0,1.0,-129.33333333299998,1463638895000.0,39.8534180447,-104.985877334
156,573d5b6f864fce1a9acb9d38,3412,476185.0,2.0,-131.0,1463638895000.0,39.8241946127,-104.998428692
157,573d5b6f864fce1a9acb9d38,8446,476185.0,1.0,-130.0,1463638895000.0,39.8056964255,-105.056208144
158,573d5b6f864fce1a9acb9d38,8470,476185.0,1.0,-122.5,1463638895000.0,39.8387400544,-105.085159501
159,573d5b6f864fce1a9acb9d38,8475,476185.0,1.0,-139.0,1463638895000.0,39.811782105,-105.02632891100001
160,573d5b6f864fce1a9acb9d38,8509,476185.0,1.0,-130.33333333299998,1463638895000.0,39.8127198926,-105.06903626
161,573d5da8864fce1a9acccdda,1878,476185.0,1.0,-122.0,1463639464000.0,39.803794978,-105.07208998899999
162,573d5da8864fce1a9acccdda,1988,476185.0,1.5,-132.0,1463639464000.0,39.926397002600005,-105.084103021
163,573d5da8864fce1a9acccdda,1994,476185.0,1.0,-123.333333333,1463639464000.0,39.8181435025,-105.047564818
164,573d5da8864fce1a9acccdda,2189,476185.0,1.0,-109.333333333,1463639464000.0,39.8176539435,-105.050983775
165,573d5da8864fce1a9acccdda,2610,476185.0,1.0,-134.0,1463639464000.0,39.7979686649,-105.073460438
166,573d5da8864fce1a9acccdda,2768,476185.0,1.0,-132.0,1463639464000.0,39.9202412223,-105.036847739
167,573d5da8864fce1a9acccdda,2790,476185.0,0.0,-120.0,1463639464000.0,39.8426017467,-105.090761589
168,573d5da8864fce1a9acccdda,2799,476185.0,1.0,-133.0,1463639464000.0,39.7530526327,-104.94102169899999
169,573d5da8864fce1a9acccdda,3357,476185.0,1.0,-127.333333333,1463639464000.0,39.8534180447,-104.985877334
170,573d5da8864fce1a9acccdda,3412,476185.0,1.0,-116.333333333,1463639464000.0,39.8241946127,-104.998428692
171,573d5da8864fce1a9acccdda,3538,476185.0,1.0,-121.333333333,1463639464000.0,39.8216715273,-105.023146494
172,573d5da8864fce1a9acccdda,3545,476185.0,1.0,-116.666666667,1463639464000.0,39.8719024671,-105.058841789
173,573d5da8864fce1a9acccdda,3565,476185.0,1.0,-132.0,1463639464000.0,39.9040824664,-105.07782543
174,573d5da8864fce1a9acccdda,3569,476185.0,0.5,-132.5,1463639464000.0,39.8887249889,-105.080291033
175,573d5da8864fce1a9acccdda,4064,476185.0,1.5,-137.0,1463639464000.0,39.9949158653,-105.12260793700001
176,573d5da8864fce1a9acccdda,8470,476185.0,0.5,-126.0,1463639464000.0,39.8387400544,-105.085159501
177,573d5da8864fce1a9acccdda,8475,476185.0,0.5,-134.0,1463639464000.0,39.811782105,-105.02632891100001
178,573d5da8864fce1a9acccdda,8509,476185.0,1.0,-130.66666666700002,1463639464000.0,39.8127198926,-105.06903626
179,573d5da8864fce1a9acccdda,9899,476185.0,1.0,-133.0,1463639464000.0,39.7914022708,-105.02660482
180,573d681d864fce1a9ad29b41,1741,476185.0,1.0,-108.333333333,1463642141000.0,39.8078782841,-105.04775652299999
181,573d681d864fce1a9ad29b41,1878,476185.0,1.0,-115.666666667,1463642141000.0,39.803794978,-105.07208998899999
182,573d681d864fce1a9ad29b41,1987,476185.0,1.0,-120.333333333,1463642141000.0,39.807840941900004,-105.043755461
183,573d681d864fce1a9ad29b41,1988,476185.0,2.0,-135.0,1463642141000.0,39.926397002600005,-105.084103021
184,573d681d864fce1a9ad29b41,1994,476185.0,1.0,-131.33333333299998,1463642141000.0,39.8181435025,-105.047564818
185,573d681d864fce1a9ad29b41,1996,476185.0,1.0,-105.0,1463642141000.0,39.8162240841,-105.045346792
186,573d681d864fce1a9ad29b41,2189,476185.0,0.5,-125.0,1463642141000.0,39.8176539435,-105.050983775
187,573d681d864fce1a9ad29b41,2610,476185.0,1.0,-133.5,1463642141000.0,39.7979686649,-105.073460438
188,573d681d864fce1a9ad29b41,2790,476185.0,1.0,-115.0,1463642141000.0,39.8426017467,-105.090761589
189,573d681d864fce1a9ad29b41,2799,476185.0,1.0,-135.0,1463642141000.0,39.7530526327,-104.94102169899999
190,573d681d864fce1a9ad29b41,3412,476185.0,1.5,-129.5,1463642141000.0,39.8241946127,-104.998428692
191,573d681d864fce1a9ad29b41,3415,476185.0,2.0,-138.0,1463642141000.0,39.7861926929,-104.939771784
192,573d681d864fce1a9ad29b41,3536,476185.0,1.0,-136.0,1463642141000.0,39.8989739767,-104.98015795299999
193,573d681d864fce1a9ad29b41,3538,476185.0,1.0,-125.666666667,1463642141000.0,39.8216715273,-105.023146494
194,573d681d864fce1a9ad29b41,3554,476185.0,1.0,-135.0,1463642141000.0,39.9107575566,-105.094683961
195,573d681d864fce1a9ad29b41,3558,476185.0,0.0,-135.0,1463642141000.0,39.8100546588,-105.010413445
196,573d681d864fce1a9ad29b41,3562,476185.0,1.0,-119.666666667,1463642141000.0,39.7977059038,-105.06023374899999
197,573d681d864fce1a9ad29b41,3576,476185.0,2.0,-127.0,1463642141000.0,39.8490078949,-105.01559880100001
198,573d681d864fce1a9ad29b41,3579,476185.0,0.0,-124.0,1463642141000.0,39.7550193847,-105.043314763
199,573d681d864fce1a9ad29b41,4058,476185.0,2.0,-128.0,1463642141000.0,39.7832105294,-105.088746775
200,573d681d864fce1a9ad29b41,4157,476185.0,1.0,-116.0,1463642141000.0,39.8054198019,-105.040942297
201,573d681d864fce1a9ad29b41,8446,476185.0,2.0,-130.0,1463642141000.0,39.8056964255,-105.056208144
202,573d681d864fce1a9ad29b41,8470,476185.0,1.0,-126.0,1463642141000.0,39.8387400544,-105.085159501
203,573d681d864fce1a9ad29b41,8475,476185.0,1.0,-127.0,1463642141000.0,39.811782105,-105.02632891100001
204,573d681d864fce1a9ad29b41,8509,476185.0,1.0,-139.0,1463642141000.0,39.8127198926,-105.06903626
205,573d6abaf0fe6e735a332b84,1859,476512.0,1.0,-130.0,1463642810000.0,39.7048869498,-105.01639226700001
206,573d6abaf0fe6e735a332b84,2605,476512.0,1.0,-128.0,1463642810000.0,39.6127445823,-105.008826579
207,573d6abaf0fe6e735a332b84,3025,476512.0,1.5,-131.0,1463642810000.0,39.654681879099996,-105.04368528299999
208,573d6d113e952e191246d944,1741,476185.0,1.0,-112.333333333,1463643409000.0,39.8078782841,-105.04775652299999
209,573d6d113e952e191246d944,1878,476185.0,1.0,-118.0,1463643409000.0,39.803794978,-105.07208998899999
210,573d6d113e952e191246d944,1996,476185.0,1.0,-127.0,1463643409000.0,39.8162240841,-105.045346792
211,573d6d113e952e191246d944,2189,476185.0,0.0,-131.0,1463643409000.0,39.8176539435,-105.050983775
212,573d6d113e952e191246d944,2610,476185.0,1.0,-132.0,1463643409000.0,39.7979686649,-105.073460438
213,573d6d113e952e191246d944,2617,476185.0,0.5,-129.5,1463643409000.0,39.7799081609,-105.06247933799999
214,573d6d113e952e191246d944,3410,476185.0,2.0,-131.0,1463643409000.0,39.7776897533,-105.00242432600001
215,573d6d113e952e191246d944,3538,476185.0,0.5,-135.5,1463643409000.0,39.8216715273,-105.023146494
216,573d6d113e952e191246d944,3556,476185.0,1.0,-124.0,1463643409000.0,39.7806581352,-105.05367626799999
217,573d6d113e952e191246d944,3562,476185.0,1.0,-105.333333333,1463643409000.0,39.7977059038,-105.06023374899999
218,573d6d113e952e191246d944,3579,476185.0,2.0,-127.0,1463643409000.0,39.7550193847,-105.043314763
219,573d6d113e952e191246d944,4058,476185.0,1.0,-111.0,1463643409000.0,39.7832105294,-105.088746775
220,573d6d113e952e191246d944,4157,476185.0,0.0,-118.0,1463643409000.0,39.8054198019,-105.040942297
221,573d6d113e952e191246d944,4244,476185.0,2.0,-132.0,1463643409000.0,39.7708525833,-105.07149416799999
222,573d6d113e952e191246d944,8446,476185.0,0.0,-128.0,1463643409000.0,39.8056964255,-105.056208144
223,573d6d113e952e191246d944,9899,476185.0,1.5,-130.0,1463643409000.0,39.7914022708,-105.02660482
224,573d6f69f0fe6e735a367295,1741,476185.0,1.0,-124.0,1463644009000.0,39.8078782841,-105.04775652299999
225,573d6f69f0fe6e735a367295,1878,476185.0,2.0,-128.0,1463644009000.0,39.803794978,-105.07208998899999
226,573d6f69f0fe6e735a367295,2189,476185.0,1.0,-125.333333333,1463644009000.0,39.8176539435,-105.050983775
227,573d6f69f0fe6e735a367295,2610,476185.0,1.0,-125.0,1463644009000.0,39.7979686649,-105.073460438
228,573d6f69f0fe6e735a367295,2617,476185.0,1.0,-135.0,1463644009000.0,39.7799081609,-105.06247933799999
229,573d6f69f0fe6e735a367295,3556,476185.0,1.0,-99.6666666667,1463644009000.0,39.7806581352,-105.05367626799999
230,573d6f69f0fe6e735a367295,3562,476185.0,2.0,-121.0,1463644009000.0,39.7977059038,-105.06023374899999
231,573d6f69f0fe6e735a367295,4157,476185.0,1.0,-129.0,1463644009000.0,39.8054198019,-105.040942297
232,573d6f69f0fe6e735a367295,7456,476185.0,1.0,-117.666666667,1463644009000.0,39.7821125865,-105.072700822
233,573d71d6f0fe6e735a384aee,1741,476185.0,1.0,-114.666666667,1463644630000.0,39.8078782841,-105.04775652299999
234,573d71d6f0fe6e735a384aee,1878,476185.0,2.0,-125.0,1463644630000.0,39.803794978,-105.07208998899999
