lat,lng
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.6933931535,-105.00639204
39.6933931535,-105.00639204
39.6933931535,-105.00639204
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7923682779,-105.051352908
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7849356591,-105.054928272
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7787990792,-105.057166392
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7709256367,-105.071845453
39.7434805971,-105.095751496
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7279035853,-105.107575111
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7841380484,-104.980678619
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7747059768,-104.984244173
39.7516531241,-105.09388495
39.7516531241,-105.09388495
39.7516531241,-105.09388495
39.7516531241,-105.09388495
39.7699031075,-105.077735418
39.7699031075,-105.077735418
39.8249810829,-105.063567886
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.8149495474,-105.055689825
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.7916870001,-104.992791761
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.8114847895,-105.044570656
39.7261901688,-105.0426879
39.7261901688,-105.0426879
39.7261901688,-105.0426879
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.7259908643,-105.042534612
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.8274017995,-105.052939323
39.7511970002,-104.991595072
39.6104645231,-104.958792463
39.6104645231,-104.958792463
39.7290496285,-104.972686588
39.7290496285,-104.972686588
39.7290496285,-104.972686588
39.7290496285,-104.972686588
39.7290496285,-104.972686588
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8239361542,-105.054283177
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8180064236,-105.050416404
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8141178467,-105.03375687
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.8137513929,-105.034267223
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.7751611858,-104.98875067
39.6157866434,-104.963066525
39.6101857515,-104.958772406
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.8270891448,-105.052351458
39.7673806523,-105.011089163
39.7200777349,-104.979574021
39.6104761996,-104.958682124
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8201563254,-105.215745959
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.8218868552,-105.056490544
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.820820046,-105.054221704
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8227940293,-105.054476117
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8279165418,-105.05201049
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8165694336,-105.056034958
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8154524998,-105.054336546
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.8279453868,-105.051768339
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.7837556634,-105.035589776
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8273499621,-105.052829519
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.8179190601,-105.039561271
39.7999417353,-105.049607043
39.7999417353,-105.049607043
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.7984543306,-105.048513671
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.8154581656,-105.054650451
39.6104506056,-104.958854494
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.827495205,-105.052599792
39.7743191625,-105.001094851
39.7673095186,-105.011050214
39.7673095186,-105.011050214
39.7676103696,-105.010814717
39.7676103696,-105.010814717
39.7676103696,-105.010814717
39.7676103696,-105.010814717
39.7676103696,-105.010814717
39.7676103696,-105.010814717
39.7674753065,-105.010848144
39.7674753065,-105.010848144
39.7674753065,-105.010848144
39.7674753065,-105.010848144
39.7674753065,-105.010848144
39.7674753065,-105.010848144
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8257738081,-105.216759042
39.8251924549,-105.21784742
39.8251924549,-105.21784742
39.8251924549,-105.21784742
39.8251924549,-105.21784742
39.8251924549,-105.21784742
39.8251924549,-105.21784742
39.6138241785,-104.962531911
39.6138241785,-104.962531911
39.6232469195,-104.961531244
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8238153247,-105.054046863
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.8178760025,-105.050482909
39.602208409,-104.955276715
39.602208409,-104.955276715
39.602208409,-104.955276715
39.602208409,-104.955276715
39.602208409,-104.955276715
39.5975517799,-104.954286975
39.5975517799,-104.954286975
39.5975517799,-104.954286975
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.8197661048,-105.054096781
39.6651046312,-105.012557805
39.6651046312,-105.012557805
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.821991702,-105.047773827
39.6604455456,-104.985361599
39.672500427,-105.012104494
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.8179576099,-105.039551086
39.684796445,-105.000553684
