messid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng
573d5da8864fce1a9acccdda,8475,476185.0,0.5,-134.0,1.463639464e+12,39.811782105,-105.026328911
573d5da8864fce1a9acccdda,8509,476185.0,1.0,-130.666666667,1.463639464e+12,39.8127198926,-105.06903626
573d5da8864fce1a9acccdda,9899,476185.0,1.0,-133.0,1.463639464e+12,39.7914022708,-105.02660482
573d681d864fce1a9ad29b41,1741,476185.0,1.0,-108.333333333,1.463642141e+12,39.8078782841,-105.047756523
573d681d864fce1a9ad29b41,1878,476185.0,1.0,-115.666666667,1.463642141e+12,39.803794978,-105.072089989
573d681d864fce1a9ad29b41,1987,476185.0,1.0,-120.333333333,1.463642141e+12,39.8078409419,-105.043755461
573d681d864fce1a9ad29b41,1988,476185.0,2.0,-135.0,1.463642141e+12,39.9263970026,-105.084103021
573d681d864fce1a9ad29b41,1994,476185.0,1.0,-131.333333333,1.463642141e+12,39.8181435025,-105.047564818
573d681d864fce1a9ad29b41,1996,476185.0,1.0,-105.0,1.463642141e+12,39.8162240841,-105.045346792
573d681d864fce1a9ad29b41,2189,476185.0,0.5,-125.0,1.463642141e+12,39.8176539435,-105.050983775
573d681d864fce1a9ad29b41,2610,476185.0,1.0,-133.5,1.463642141e+12,39.7979686649,-105.073460438
573d681d864fce1a9ad29b41,2790,476185.0,1.0,-115.0,1.463642141e+12,39.8426017467,-105.090761589
573d681d864fce1a9ad29b41,2799,476185.0,1.0,-135.0,1.463642141e+12,39.7530526327,-104.941021699
573d681d864fce1a9ad29b41,3412,476185.0,1.5,-129.5,1.463642141e+12,39.8241946127,-104.998428692
573d681d864fce1a9ad29b41,3415,476185.0,2.0,-138.0,1.463642141e+12,39.7861926929,-104.939771784
573d681d864fce1a9ad29b41,3536,476185.0,1.0,-136.0,1.463642141e+12,39.8989739767,-104.980157953
573d681d864fce1a9ad29b41,3538,476185.0,1.0,-125.666666667,1.463642141e+12,39.8216715273,-105.023146494
573d681d864fce1a9ad29b41,3554,476185.0,1.0,-135.0,1.463642141e+12,39.9107575566,-105.094683961
573d681d864fce1a9ad29b41,3558,476185.0,0.0,-135.0,1.463642141e+12,39.8100546588,-105.010413445
573d681d864fce1a9ad29b41,3562,476185.0,1.0,-119.666666667,1.463642141e+12,39.7977059038,-105.060233749
573d681d864fce1a9ad29b41,3576,476185.0,2.0,-127.0,1.463642141e+12,39.8490078949,-105.015598801
573d681d864fce1a9ad29b41,3579,476185.0,0.0,-124.0,1.463642141e+12,39.7550193847,-105.043314763
573d681d864fce1a9ad29b41,4058,476185.0,2.0,-128.0,1.463642141e+12,39.7832105294,-105.088746775
573d681d864fce1a9ad29b41,4157,476185.0,1.0,-116.0,1.463642141e+12,39.8054198019,-105.040942297
573d681d864fce1a9ad29b41,8446,476185.0,2.0,-130.0,1.463642141e+12,39.8056964255,-105.056208144
573d681d864fce1a9ad29b41,8470,476185.0,1.0,-126.0,1.463642141e+12,39.8387400544,-105.085159501
573d681d864fce1a9ad29b41,8475,476185.0,1.0,-127.0,1.463642141e+12,39.811782105,-105.026328911
573d681d864fce1a9ad29b41,8509,476185.0,1.0,-139.0,1.463642141e+12,39.8127198926,-105.06903626
573d6abaf0fe6e735a332b84,1859,476512.0,1.0,-130.0,1.46364281e+12,39.7048869498,-105.016392267
573d6abaf0fe6e735a332b84,2605,476512.0,1.0,-128.0,1.46364281e+12,39.6127445823,-105.008826579
573d6abaf0fe6e735a332b84,3025,476512.0,1.5,-131.0,1.46364281e+12,39.6546818791,-105.043685283
573d6d113e952e191246d944,1741,476185.0,1.0,-112.333333333,1.463643409e+12,39.8078782841,-105.047756523
573d6d113e952e191246d944,1878,476185.0,1.0,-118.0,1.463643409e+12,39.803794978,-105.072089989
573d6d113e952e191246d944,1996,476185.0,1.0,-127.0,1.463643409e+12,39.8162240841,-105.045346792
573d6d113e952e191246d944,2189,476185.0,0.0,-131.0,1.463643409e+12,39.8176539435,-105.050983775
573d6d113e952e191246d944,2610,476185.0,1.0,-132.0,1.463643409e+12,39.7979686649,-105.073460438
573d6d113e952e191246d944,2617,476185.0,0.5,-129.5,1.463643409e+12,39.7799081609,-105.062479338
573d6d113e952e191246d944,3410,476185.0,2.0,-131.0,1.463643409e+12,39.7776897533,-105.002424326
573d6d113e952e191246d944,3538,476185.0,0.5,-135.5,1.463643409e+12,39.8216715273,-105.023146494
573d6d113e952e191246d944,3556,476185.0,1.0,-124.0,1.463643409e+12,39.7806581352,-105.053676268
573d6d113e952e191246d944,3562,476185.0,1.0,-105.333333333,1.463643409e+12,39.7977059038,-105.060233749
573d6d113e952e191246d944,3579,476185.0,2.0,-127.0,1.463643409e+12,39.7550193847,-105.043314763
573d6d113e952e191246d944,4058,476185.0,1.0,-111.0,1.463643409e+12,39.7832105294,-105.088746775
573d6d113e952e191246d944,4157,476185.0,0.0,-118.0,1.463643409e+12,39.8054198019,-105.040942297
573d6d113e952e191246d944,4244,476185.0,2.0,-132.0,1.463643409e+12,39.7708525833,-105.071494168
573d6d113e952e191246d944,8446,476185.0,0.0,-128.0,1.463643409e+12,39.8056964255,-105.056208144
573d6d113e952e191246d944,9899,476185.0,1.5,-130.0,1.463643409e+12,39.7914022708,-105.02660482
573d6f69f0fe6e735a367295,1741,476185.0,1.0,-124.0,1.463644009e+12,39.8078782841,-105.047756523
573d6f69f0fe6e735a367295,1878,476185.0,2.0,-128.0,1.463644009e+12,39.803794978,-105.072089989
573d6f69f0fe6e735a367295,2189,476185.0,1.0,-125.333333333,1.463644009e+12,39.8176539435,-105.050983775
573d6f69f0fe6e735a367295,2610,476185.0,1.0,-125.0,1.463644009e+12,39.7979686649,-105.073460438
573d6f69f0fe6e735a367295,2617,476185.0,1.0,-135.0,1.463644009e+12,39.7799081609,-105.062479338
573d6f69f0fe6e735a367295,3556,476185.0,1.0,-99.6666666667,1.463644009e+12,39.7806581352,-105.053676268
573d6f69f0fe6e735a367295,3562,476185.0,2.0,-121.0,1.463644009e+12,39.7977059038,-105.060233749
573d6f69f0fe6e735a367295,4157,476185.0,1.0,-129.0,1.463644009e+12,39.8054198019,-105.040942297
573d6f69f0fe6e735a367295,7456,476185.0,1.0,-117.666666667,1.463644009e+12,39.7821125865,-105.072700822
573d71d6f0fe6e735a384aee,1741,476185.0,1.0,-114.666666667,1.46364463e+12,39.8078782841,-105.047756523
573d71d6f0fe6e735a384aee,1878,476185.0,2.0,-125.0,1.46364463e+12,39.803794978,-105.072089989
573d71d6f0fe6e735a384aee,1987,476185.0,1.0,-138.0,1.46364463e+12,39.8078409419,-105.043755461
573d71d6f0fe6e735a384aee,2189,476185.0,1.0,-118.666666667,1.46364463e+12,39.8176539435,-105.050983775
573d71d6f0fe6e735a384aee,2610,476185.0,1.0,-125.666666667,1.46364463e+12,39.7979686649,-105.073460438
573d71d6f0fe6e735a384aee,2617,476185.0,1.0,-124.333333333,1.46364463e+12,39.7799081609,-105.062479338
573d71d6f0fe6e735a384aee,2731,476185.0,1.0,-109.666666667,1.46364463e+12,39.7814639251,-105.040763432
573d71d6f0fe6e735a384aee,2799,476185.0,1.0,-132.0,1.46364463e+12,39.7530526327,-104.941021699
573d71d6f0fe6e735a384aee,3412,476185.0,1.0,-128.666666667,1.46364463e+12,39.8241946127,-104.998428692
